id,context,question,answers
208, Madde 14 – (1) Diploma öğrencinin kendisine; noter yoluyla vekâlet verdiği resmi vekiline  teslim edilir.   (2) Posta veya kargo gibi yoll arla diploma teslimi yapılmaz.   (3) Vefat eden mezun öğrencinin diploması  istekleri halinde veraset ilamını ilk ibraz eden  kanuni mirasçısına verilir.     T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   MEZUNİYET BELGE Sİ İLE DİPLOMA VE DİPLOMA  DEFTERİNİN DÜZENLENMESİNDE UYULACAK  ESASLARA İLİŞKİN YÖNERGE  Doküman No  YÖ-0006  Yayın Tarihi  06.12.2017   Revizyon Tarihi  06.09.2024   Revizyon No  2  Sayfa  6-4    Form No: FR-0356 Yayın Tarihi: 23.11 .2017 Değ.No:0 Değ.Tarihi: - (4) Diploma teslim edilirken arka yüzünde yer alan Öğrenci İşleri Dairesi Başkanının imzası  üzerine ıslak mühür vurulur.   (5) Diplomanın bir fotokopisi dosyalarda saklanır.     Diplomanın Kaybedilmesi   ,Diploma teslim edilirken ne yapılır?,Diploma teslim edilirken arka yüzünde yer alan Öğrenci İşleri Dairesi Başkanının imzası üzerine ıslak mühür vurulur.
208, Madde 14 – (1) Diploma öğrencinin kendisine; noter yoluyla vekâlet verdiği resmi vekiline  teslim edilir.   (2) Posta veya kargo gibi yoll arla diploma teslimi yapılmaz.   (3) Vefat eden mezun öğrencinin diploması  istekleri halinde veraset ilamını ilk ibraz eden  kanuni mirasçısına verilir.     T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   MEZUNİYET BELGE Sİ İLE DİPLOMA VE DİPLOMA  DEFTERİNİN DÜZENLENMESİNDE UYULACAK  ESASLARA İLİŞKİN YÖNERGE  Doküman No  YÖ-0006  Yayın Tarihi  06.12.2017   Revizyon Tarihi  06.09.2024   Revizyon No  2  Sayfa  6-4    Form No: FR-0356 Yayın Tarihi: 23.11 .2017 Değ.No:0 Değ.Tarihi: - (4) Diploma teslim edilirken arka yüzünde yer alan Öğrenci İşleri Dairesi Başkanının imzası  üzerine ıslak mühür vurulur.   (5) Diplomanın bir fotokopisi dosyalarda saklanır.     Diplomanın Kaybedilmesi   ,Diplomanın bir kopyası nerede saklanır?,Diplomanın bir fotokopisi dosyalarda saklanır.
209, Madde 15 – (1) Diplomasını kaybeden kişi  ulusal gazetelerden birine kayıp ilânı verir ve  kayıp ilanının çıktısı  dilekçe  başvuru formu ve Nüfus Cüzdan Sureti ile diplomasını almış olduğu  ilgili Meslek Yüksekokulu/ Dekanlık/ Enstitüye başvurur.   (2) Tahribata uğraması nedeniyle orijinal şekli ibraz edilen diploma için ilan şartı aranmaksızın  aynı yol izlenerek ikinci nüshaları verilir.   (3) Diploma tahribata uğradığı için yeni diploma isteyenler  diplomanın aslını göstermek  zorundadırlar. İlgili Yönetim Kurulunun onayı ile tahribatı nedeniyle ikinci nüsha diploma  hazırlanması uygun görülür ise öğrenciye ikinci nüsha diploma hazırlanır ve tahribat gören diploma  iptal edilerek diploma dosyalarına konulur.   (4) İkinci nüsha diploma aslına uygun olarak hazırlanır ve düzenlendiği tarihteki ilgili  yöneticiler tarafından imzalanır.   (5) İkinci nüsha olduğu belirtilerek düzenlenen diplomanın  ön sol üst köşesinde  “DUPLİKATA (İkinci Nüsha)” ve arka sağ alt köşesinde ilgili Yönetim Kurulu Kararı ile birlikte  “Kaybı/Tahribatı Nedeniyle İkinci Nüshası Düzenlenmiştir.” ibaresi yer alır ve yeniden hazırlandığı  tarih yazılır.   (6) İkinci nüsha diplomanın tesliminde bu yönergenin 14.maddesinde yer alan diploma teslimi  ile ilgili esaslara uyulur.   (7) Duplikatasını (ikinci nüsha) kaybedenlere aynı usul ve esaslar uygulanmak suretiyle yine  ikinci nüsha diploma verilir. Duplikata kaçıncı kez verilirse verilsin üzerinde “ikinci nüsha” ifadesi yer  alır.   (8) Diplomanın kaybolması ve/veya kullanılmayacak derecede tahrip olması durumunda   ikincisini almak için gerekli prosedürü yerine getirmedikçe mezuniyetine ilişkin herhangi bir belge  verilmez.   (9) Gebze Teknik Üniversitesi adı ile ikinci nüsha diploma talep edenlere; ikinci nüsha  diplomanın talep edildiği tarihte kullanımda olan GTÜ diplo masının ikinci nüshası verilir.     Diploma Eki   ,Diplomasını kaybeden bir kişi ne yapmalıdır?,Diplomasını kaybeden kişi  ulusal gazetelerden birine kayıp ilânı verir ve kayıp ilanının çıktısı  dilekçe  başvuru formu ve Nüfus Cüzdan Sureti ile diplomasını almış olduğu ilgili Meslek Yüksekokulu/ Dekanlık/ Enstitüye başvurur.
209, Madde 15 – (1) Diplomasını kaybeden kişi  ulusal gazetelerden birine kayıp ilânı verir ve  kayıp ilanının çıktısı  dilekçe  başvuru formu ve Nüfus Cüzdan Sureti ile diplomasını almış olduğu  ilgili Meslek Yüksekokulu/ Dekanlık/ Enstitüye başvurur.   (2) Tahribata uğraması nedeniyle orijinal şekli ibraz edilen diploma için ilan şartı aranmaksızın  aynı yol izlenerek ikinci nüshaları verilir.   (3) Diploma tahribata uğradığı için yeni diploma isteyenler  diplomanın aslını göstermek  zorundadırlar. İlgili Yönetim Kurulunun onayı ile tahribatı nedeniyle ikinci nüsha diploma  hazırlanması uygun görülür ise öğrenciye ikinci nüsha diploma hazırlanır ve tahribat gören diploma  iptal edilerek diploma dosyalarına konulur.   (4) İkinci nüsha diploma aslına uygun olarak hazırlanır ve düzenlendiği tarihteki ilgili  yöneticiler tarafından imzalanır.   (5) İkinci nüsha olduğu belirtilerek düzenlenen diplomanın  ön sol üst köşesinde  “DUPLİKATA (İkinci Nüsha)” ve arka sağ alt köşesinde ilgili Yönetim Kurulu Kararı ile birlikte  “Kaybı/Tahribatı Nedeniyle İkinci Nüshası Düzenlenmiştir.” ibaresi yer alır ve yeniden hazırlandığı  tarih yazılır.   (6) İkinci nüsha diplomanın tesliminde bu yönergenin 14.maddesinde yer alan diploma teslimi  ile ilgili esaslara uyulur.   (7) Duplikatasını (ikinci nüsha) kaybedenlere aynı usul ve esaslar uygulanmak suretiyle yine  ikinci nüsha diploma verilir. Duplikata kaçıncı kez verilirse verilsin üzerinde “ikinci nüsha” ifadesi yer  alır.   (8) Diplomanın kaybolması ve/veya kullanılmayacak derecede tahrip olması durumunda   ikincisini almak için gerekli prosedürü yerine getirmedikçe mezuniyetine ilişkin herhangi bir belge  verilmez.   (9) Gebze Teknik Üniversitesi adı ile ikinci nüsha diploma talep edenlere; ikinci nüsha  diplomanın talep edildiği tarihte kullanımda olan GTÜ diplo masının ikinci nüshası verilir.     Diploma Eki   ,Tahribata uğramış bir diploma için ilan şartı aranır mı?,Tahribata uğraması nedeniyle orijinal şekli ibraz edilen diploma için ilan şartı aranmaksızın aynı yol izlenerek ikinci nüshaları verilir.
209, Madde 15 – (1) Diplomasını kaybeden kişi  ulusal gazetelerden birine kayıp ilânı verir ve  kayıp ilanının çıktısı  dilekçe  başvuru formu ve Nüfus Cüzdan Sureti ile diplomasını almış olduğu  ilgili Meslek Yüksekokulu/ Dekanlık/ Enstitüye başvurur.   (2) Tahribata uğraması nedeniyle orijinal şekli ibraz edilen diploma için ilan şartı aranmaksızın  aynı yol izlenerek ikinci nüshaları verilir.   (3) Diploma tahribata uğradığı için yeni diploma isteyenler  diplomanın aslını göstermek  zorundadırlar. İlgili Yönetim Kurulunun onayı ile tahribatı nedeniyle ikinci nüsha diploma  hazırlanması uygun görülür ise öğrenciye ikinci nüsha diploma hazırlanır ve tahribat gören diploma  iptal edilerek diploma dosyalarına konulur.   (4) İkinci nüsha diploma aslına uygun olarak hazırlanır ve düzenlendiği tarihteki ilgili  yöneticiler tarafından imzalanır.   (5) İkinci nüsha olduğu belirtilerek düzenlenen diplomanın  ön sol üst köşesinde  “DUPLİKATA (İkinci Nüsha)” ve arka sağ alt köşesinde ilgili Yönetim Kurulu Kararı ile birlikte  “Kaybı/Tahribatı Nedeniyle İkinci Nüshası Düzenlenmiştir.” ibaresi yer alır ve yeniden hazırlandığı  tarih yazılır.   (6) İkinci nüsha diplomanın tesliminde bu yönergenin 14.maddesinde yer alan diploma teslimi  ile ilgili esaslara uyulur.   (7) Duplikatasını (ikinci nüsha) kaybedenlere aynı usul ve esaslar uygulanmak suretiyle yine  ikinci nüsha diploma verilir. Duplikata kaçıncı kez verilirse verilsin üzerinde “ikinci nüsha” ifadesi yer  alır.   (8) Diplomanın kaybolması ve/veya kullanılmayacak derecede tahrip olması durumunda   ikincisini almak için gerekli prosedürü yerine getirmedikçe mezuniyetine ilişkin herhangi bir belge  verilmez.   (9) Gebze Teknik Üniversitesi adı ile ikinci nüsha diploma talep edenlere; ikinci nüsha  diplomanın talep edildiği tarihte kullanımda olan GTÜ diplo masının ikinci nüshası verilir.     Diploma Eki   ,İkinci nüsha diploma nasıl hazırlanır ve üzerinde hangi bilgiler yer alır?,İkinci nüsha diploma aslına uygun olarak hazırlanır ve düzenlendiği tarihteki ilgili yöneticiler tarafından imzalanır. İkinci nüsha olduğu belirtilerek düzenlenen diplomanın  ön sol üst köşesinde “DUPLİKATA (İkinci Nüsha)” ve arka sağ alt köşesinde ilgili Yönetim Kurulu Kararı ile birlikte “Kaybı/Tahribatı Nedeniyle İkinci Nüshası Düzenlenmiştir.” ibaresi yer alır ve yeniden hazırlandığı tarih yazılır.
209, Madde 15 – (1) Diplomasını kaybeden kişi  ulusal gazetelerden birine kayıp ilânı verir ve  kayıp ilanının çıktısı  dilekçe  başvuru formu ve Nüfus Cüzdan Sureti ile diplomasını almış olduğu  ilgili Meslek Yüksekokulu/ Dekanlık/ Enstitüye başvurur.   (2) Tahribata uğraması nedeniyle orijinal şekli ibraz edilen diploma için ilan şartı aranmaksızın  aynı yol izlenerek ikinci nüshaları verilir.   (3) Diploma tahribata uğradığı için yeni diploma isteyenler  diplomanın aslını göstermek  zorundadırlar. İlgili Yönetim Kurulunun onayı ile tahribatı nedeniyle ikinci nüsha diploma  hazırlanması uygun görülür ise öğrenciye ikinci nüsha diploma hazırlanır ve tahribat gören diploma  iptal edilerek diploma dosyalarına konulur.   (4) İkinci nüsha diploma aslına uygun olarak hazırlanır ve düzenlendiği tarihteki ilgili  yöneticiler tarafından imzalanır.   (5) İkinci nüsha olduğu belirtilerek düzenlenen diplomanın  ön sol üst köşesinde  “DUPLİKATA (İkinci Nüsha)” ve arka sağ alt köşesinde ilgili Yönetim Kurulu Kararı ile birlikte  “Kaybı/Tahribatı Nedeniyle İkinci Nüshası Düzenlenmiştir.” ibaresi yer alır ve yeniden hazırlandığı  tarih yazılır.   (6) İkinci nüsha diplomanın tesliminde bu yönergenin 14.maddesinde yer alan diploma teslimi  ile ilgili esaslara uyulur.   (7) Duplikatasını (ikinci nüsha) kaybedenlere aynı usul ve esaslar uygulanmak suretiyle yine  ikinci nüsha diploma verilir. Duplikata kaçıncı kez verilirse verilsin üzerinde “ikinci nüsha” ifadesi yer  alır.   (8) Diplomanın kaybolması ve/veya kullanılmayacak derecede tahrip olması durumunda   ikincisini almak için gerekli prosedürü yerine getirmedikçe mezuniyetine ilişkin herhangi bir belge  verilmez.   (9) Gebze Teknik Üniversitesi adı ile ikinci nüsha diploma talep edenlere; ikinci nüsha  diplomanın talep edildiği tarihte kullanımda olan GTÜ diplo masının ikinci nüshası verilir.     Diploma Eki   ,Duplikata (ikinci nüsha) kaybedenlere tekrar ikinci nüsha verilir mi ve kaçıncı kez verilirse verilsin üzerinde ne yazar?,Duplikatasını (ikinci nüsha) kaybedenlere aynı usul ve esaslar uygulanmak suretiyle yine ikinci nüsha diploma verilir. Duplikata kaçıncı kez verilirse verilsin üzerinde “ikinci nüsha” ifadesi yer alır.
209, Madde 15 – (1) Diplomasını kaybeden kişi  ulusal gazetelerden birine kayıp ilânı verir ve  kayıp ilanının çıktısı  dilekçe  başvuru formu ve Nüfus Cüzdan Sureti ile diplomasını almış olduğu  ilgili Meslek Yüksekokulu/ Dekanlık/ Enstitüye başvurur.   (2) Tahribata uğraması nedeniyle orijinal şekli ibraz edilen diploma için ilan şartı aranmaksızın  aynı yol izlenerek ikinci nüshaları verilir.   (3) Diploma tahribata uğradığı için yeni diploma isteyenler  diplomanın aslını göstermek  zorundadırlar. İlgili Yönetim Kurulunun onayı ile tahribatı nedeniyle ikinci nüsha diploma  hazırlanması uygun görülür ise öğrenciye ikinci nüsha diploma hazırlanır ve tahribat gören diploma  iptal edilerek diploma dosyalarına konulur.   (4) İkinci nüsha diploma aslına uygun olarak hazırlanır ve düzenlendiği tarihteki ilgili  yöneticiler tarafından imzalanır.   (5) İkinci nüsha olduğu belirtilerek düzenlenen diplomanın  ön sol üst köşesinde  “DUPLİKATA (İkinci Nüsha)” ve arka sağ alt köşesinde ilgili Yönetim Kurulu Kararı ile birlikte  “Kaybı/Tahribatı Nedeniyle İkinci Nüshası Düzenlenmiştir.” ibaresi yer alır ve yeniden hazırlandığı  tarih yazılır.   (6) İkinci nüsha diplomanın tesliminde bu yönergenin 14.maddesinde yer alan diploma teslimi  ile ilgili esaslara uyulur.   (7) Duplikatasını (ikinci nüsha) kaybedenlere aynı usul ve esaslar uygulanmak suretiyle yine  ikinci nüsha diploma verilir. Duplikata kaçıncı kez verilirse verilsin üzerinde “ikinci nüsha” ifadesi yer  alır.   (8) Diplomanın kaybolması ve/veya kullanılmayacak derecede tahrip olması durumunda   ikincisini almak için gerekli prosedürü yerine getirmedikçe mezuniyetine ilişkin herhangi bir belge  verilmez.   (9) Gebze Teknik Üniversitesi adı ile ikinci nüsha diploma talep edenlere; ikinci nüsha  diplomanın talep edildiği tarihte kullanımda olan GTÜ diplo masının ikinci nüshası verilir.     Diploma Eki   ,Diploma kaybolduğunda veya kullanılamayacak derecede hasar gördüğünde ikinci nüshayı almadan mezuniyete dair bir belge alınabilir mi?,Diplomanın kaybolması ve/veya kullanılmayacak derecede tahrip olması durumunda  ikincisini almak için gerekli prosedürü yerine getirmedikçe mezuniyetine ilişkin herhangi bir belge verilmez.
210, Madde 16 - (1) Diploma eki  kayıtlı oldukları programları başarıyla tamamlayan öğrencilere  diploma ile birlikte verilen ve formatı Avrupa Komisyonu  Avrupa Konseyi ve UNESCO/CEPES  tarafından geliştirilen modeli temel alan bir belged ir.   (2) Diploma eki  diplomanın akademik ve profesyonel anlamda tanınmasını kolaylaştırır  ancak  diplomanın yerini alamaz ve uluslararası akademik tanınırlığı garanti etmez.   (3) Diploma eki  Öğrenci İşleri Dairesi Başkanı tarafından imzalanır.   (4) Mezun olan önlisans  lisans  lisansüstü öğrencilerine ücretsiz ve İngilizce olarak verilir.     Mahkeme kararına dayalı nüfus kaydı değişikliği   ,Diploma eki nedir ve kimlere verilir?,Diploma eki  kayıtlı oldukları programları başarıyla tamamlayan öğrencilere diploma ile birlikte verilen ve formatı Avrupa Komisyonu  Avrupa Konseyi ve UNESCO/CEPES tarafından geliştirilen modeli temel alan bir belgedir.
210, Madde 16 - (1) Diploma eki  kayıtlı oldukları programları başarıyla tamamlayan öğrencilere  diploma ile birlikte verilen ve formatı Avrupa Komisyonu  Avrupa Konseyi ve UNESCO/CEPES  tarafından geliştirilen modeli temel alan bir belged ir.   (2) Diploma eki  diplomanın akademik ve profesyonel anlamda tanınmasını kolaylaştırır  ancak  diplomanın yerini alamaz ve uluslararası akademik tanınırlığı garanti etmez.   (3) Diploma eki  Öğrenci İşleri Dairesi Başkanı tarafından imzalanır.   (4) Mezun olan önlisans  lisans  lisansüstü öğrencilerine ücretsiz ve İngilizce olarak verilir.     Mahkeme kararına dayalı nüfus kaydı değişikliği   ,Diploma ekinin temel amacı nedir?,Diploma eki  diplomanın akademik ve profesyonel anlamda tanınmasını kolaylaştırır  ancak diplomanın yerini alamaz ve uluslararası akademik tanınırlığı garanti etmez.
210, Madde 16 - (1) Diploma eki  kayıtlı oldukları programları başarıyla tamamlayan öğrencilere  diploma ile birlikte verilen ve formatı Avrupa Komisyonu  Avrupa Konseyi ve UNESCO/CEPES  tarafından geliştirilen modeli temel alan bir belged ir.   (2) Diploma eki  diplomanın akademik ve profesyonel anlamda tanınmasını kolaylaştırır  ancak  diplomanın yerini alamaz ve uluslararası akademik tanınırlığı garanti etmez.   (3) Diploma eki  Öğrenci İşleri Dairesi Başkanı tarafından imzalanır.   (4) Mezun olan önlisans  lisans  lisansüstü öğrencilerine ücretsiz ve İngilizce olarak verilir.     Mahkeme kararına dayalı nüfus kaydı değişikliği   ,Diploma eki kim tarafından imzalanır?,Diploma eki  Öğrenci İşleri Dairesi Başkanı tarafından imzalanır.
210, Madde 16 - (1) Diploma eki  kayıtlı oldukları programları başarıyla tamamlayan öğrencilere  diploma ile birlikte verilen ve formatı Avrupa Komisyonu  Avrupa Konseyi ve UNESCO/CEPES  tarafından geliştirilen modeli temel alan bir belged ir.   (2) Diploma eki  diplomanın akademik ve profesyonel anlamda tanınmasını kolaylaştırır  ancak  diplomanın yerini alamaz ve uluslararası akademik tanınırlığı garanti etmez.   (3) Diploma eki  Öğrenci İşleri Dairesi Başkanı tarafından imzalanır.   (4) Mezun olan önlisans  lisans  lisansüstü öğrencilerine ücretsiz ve İngilizce olarak verilir.     Mahkeme kararına dayalı nüfus kaydı değişikliği   ,Diploma eki mezunlara hangi dilde ve ne şekilde verilir?,Mezun olan önlisans  lisans  lisansüstü öğrencilerine ücretsiz ve İngilizce olarak verilir.
211, Madde 17 – (1) Mahkeme kararına dayalı nüfus kaydı değişikliği  diplomanın arkasına şerh  düşülüp tarih konularak  Gebze Teknik Üniversitesi Öğrenci İşleri Daire Başkanı imzası ile imzalanır  ve ıslak mühür vurulur.   (2) Onay işleminin yapılabilmesi için ilgili Yönetim Kurulu Kararı  nüfus cüzdanı  mahkeme  kararının noterden onaylı fotokopileri ve şerh düşülecek diploma Öğrenci İşleri Daire Başkanlığı’na  teslim edilir.       T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   MEZUNİYET BELGE Sİ İLE DİPLOMA VE DİPLOMA  DEFTERİNİN DÜZENLENMESİNDE UYULACAK  ESASLARA İLİŞKİN YÖNERGE  Doküman No  YÖ-0006  Yayın Tarihi  06.12.2017   Revizyon Tarihi  06.09.2024   Revizyon No  2  Sayfa  6-5    Form No: FR-0356 Yayın Tarihi: 23.11 .2017 Değ.No:0 Değ.Tarihi: - Yürürlükten Kaldırılan Mevzuat   ,Mahkeme kararına dayalı nüfus kaydı değişikliği yapıldığında  diploma üzerinde yapılan işlem nedir?,Mahkeme kararına dayalı nüfus kaydı değişikliği  diplomanın arkasına şerh düşülüp tarih konularak  Gebze Teknik Üniversitesi Öğrenci İşleri Daire Başkanı imzası ile imzalanır ve ıslak mühür vurulur.
211, Madde 17 – (1) Mahkeme kararına dayalı nüfus kaydı değişikliği  diplomanın arkasına şerh  düşülüp tarih konularak  Gebze Teknik Üniversitesi Öğrenci İşleri Daire Başkanı imzası ile imzalanır  ve ıslak mühür vurulur.   (2) Onay işleminin yapılabilmesi için ilgili Yönetim Kurulu Kararı  nüfus cüzdanı  mahkeme  kararının noterden onaylı fotokopileri ve şerh düşülecek diploma Öğrenci İşleri Daire Başkanlığı’na  teslim edilir.       T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   MEZUNİYET BELGE Sİ İLE DİPLOMA VE DİPLOMA  DEFTERİNİN DÜZENLENMESİNDE UYULACAK  ESASLARA İLİŞKİN YÖNERGE  Doküman No  YÖ-0006  Yayın Tarihi  06.12.2017   Revizyon Tarihi  06.09.2024   Revizyon No  2  Sayfa  6-5    Form No: FR-0356 Yayın Tarihi: 23.11 .2017 Değ.No:0 Değ.Tarihi: - Yürürlükten Kaldırılan Mevzuat   ,Nüfus kaydı değişikliği onay işleminin yapılabilmesi için Öğrenci İşleri Daire Başkanlığı'na hangi belgeler teslim edilmelidir?,Onay işleminin yapılabilmesi için ilgili Yönetim Kurulu Kararı  nüfus cüzdanı  mahkeme kararının noterden onaylı fotokopileri ve şerh düşülecek diploma Öğrenci İşleri Daire Başkanlığı’na teslim edilir.
211, Madde 17 – (1) Mahkeme kararına dayalı nüfus kaydı değişikliği  diplomanın arkasına şerh  düşülüp tarih konularak  Gebze Teknik Üniversitesi Öğrenci İşleri Daire Başkanı imzası ile imzalanır  ve ıslak mühür vurulur.   (2) Onay işleminin yapılabilmesi için ilgili Yönetim Kurulu Kararı  nüfus cüzdanı  mahkeme  kararının noterden onaylı fotokopileri ve şerh düşülecek diploma Öğrenci İşleri Daire Başkanlığı’na  teslim edilir.       T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   MEZUNİYET BELGE Sİ İLE DİPLOMA VE DİPLOMA  DEFTERİNİN DÜZENLENMESİNDE UYULACAK  ESASLARA İLİŞKİN YÖNERGE  Doküman No  YÖ-0006  Yayın Tarihi  06.12.2017   Revizyon Tarihi  06.09.2024   Revizyon No  2  Sayfa  6-5    Form No: FR-0356 Yayın Tarihi: 23.11 .2017 Değ.No:0 Değ.Tarihi: - Yürürlükten Kaldırılan Mevzuat   ,Diploma üzerine şerh düşülerek yapılan nüfus kaydı değişikliğini kim imzalar?,Diploma üzerine şerh düşülerek yapılan nüfus kaydı değişikliğini Gebze Teknik Üniversitesi Öğrenci İşleri Daire Başkanı imzası ile imzalar ve ıslak mühür vurulur.
212, Madde 18 - Bu yönergenin Üniversite Senatosunda kabul edildiği tarihten itibaren  04.05.2016  tarih ve 2016/04 oturum sayılı Üniversite Senatosu kararı ile kabul edilen Diploması Tahribata  Uğrayanlar ve Diplomasını Kaybedenler İçin İkinci Nüsha Diploma Verilme Koşullarına ilişki n  düzenleme yürürlükten kalkar.     Yürürlük   ,Hangi tarihte kabul edilen düzenleme  bu yönergenin kabulüyle yürürlükten kalkmıştır?,04.05.2016 tarih ve 2016/04 oturum sayılı Üniversite Senatosu kararı ile kabul edilen düzenleme yürürlükten kalkmıştır.
212, Madde 18 - Bu yönergenin Üniversite Senatosunda kabul edildiği tarihten itibaren  04.05.2016  tarih ve 2016/04 oturum sayılı Üniversite Senatosu kararı ile kabul edilen Diploması Tahribata  Uğrayanlar ve Diplomasını Kaybedenler İçin İkinci Nüsha Diploma Verilme Koşullarına ilişki n  düzenleme yürürlükten kalkar.     Yürürlük   ,Yürürlükten kalkan düzenleme hangi konuya ilişkindir?,Yürürlükten kalkan düzenleme Diploması Tahribata Uğrayanlar ve Diplomasını Kaybedenler İçin İkinci Nüsha Diploma Verilme Koşullarına ilişkindir.
212, Madde 18 - Bu yönergenin Üniversite Senatosunda kabul edildiği tarihten itibaren  04.05.2016  tarih ve 2016/04 oturum sayılı Üniversite Senatosu kararı ile kabul edilen Diploması Tahribata  Uğrayanlar ve Diplomasını Kaybedenler İçin İkinci Nüsha Diploma Verilme Koşullarına ilişki n  düzenleme yürürlükten kalkar.     Yürürlük   ,Bu yönerge hangi tarihten itibaren geçerlidir?,Bu yönerge  Üniversite Senatosunda kabul edildiği tarihten itibaren geçerlidir.
213, Madde 19 – Bu yönerge  Gebze Teknik Üniversitesi Senatosu tarafından kabul edildiği  tarihten  itibaren yürürlüğe girer.     Yürütme   ,Bu yönerge ne zaman yürürlüğe girer?,Bu yönerge  Gebze Teknik Üniversitesi Senatosu tarafından kabul edildiği tarihten itibaren yürürlüğe girer.
213, Madde 19 – Bu yönerge  Gebze Teknik Üniversitesi Senatosu tarafından kabul edildiği  tarihten  itibaren yürürlüğe girer.     Yürütme   ,Yönergenin yürürlüğe girmesi hangi kurumun kararına bağlıdır?,Yönergenin yürürlüğe girmesi  Gebze Teknik Üniversitesi Senatosu'nun kararına bağlıdır.
213, Madde 19 – Bu yönerge  Gebze Teknik Üniversitesi Senatosu tarafından kabul edildiği  tarihten  itibaren yürürlüğe girer.     Yürütme   ,Bu yönergenin yürütülmesinden kim sorumludur?,Metinde yönergenin yürütülmesinden kimin sorumlu olduğuna dair bir bilgi bulunmamaktadır.
214, Madde 20 – Bu yönergeyi  Gebze Teknik Üniversitesi Rektörü yürütür.     Hüküm Bulunmayan Haller   Bu yönergede hüküm bulunmayan hallerde  ilgili diğer mevzuat hükümleri  YÖK  Senato ve  Üniversite Yönetim Kurulu Kararı uygulanır.     GEÇİCİ MADDE 1 – 04 Kasım 2014 tarih ve 29165 sayılı Resmi Gazete de yayınlanan  karar  ile 2809 sayılı kanuna eklenen GEÇİCİ MADDE 45 -de yer alan “Bu Kanunun yürürlüğe girdiği tarihte  Gebze Yüksek Teknoloji Enstitüsünde (GYTE) kayıtlı bulunan öğrencilere verilecek mezuniyet  belgeleri ile diplomalar  istekleri hâlinde Enstitünün adıyla Gebze Teknik Üniversitesi tarafından  verilir.” uyarınca diplomalarını GYTE adıyla almak isteyen öğrencilere GTÜ Dekan/Enstitü Müdürü  ve Rektörü tarafından onlaylanmış; 04 Kasım 2014 tarihinde kullanımda olan ve örneği “EK -11)a  EK - 11)b  EK -11)c” de yer alan GYTE diploması verilir.     GEÇİCİ MADDE 2 – Diplomasını Gebze Yüksek Teknoloji Enstitüsü adıyla almış olup;   diplomasını kaybeden ve ikinci nüsha (duplikata) diploma talep eden öğrencilere “Gebze Teknik  Üniversitesi Mezuniyet Belgeleri ile Diploma ve Diploma Defterlerinin Düzenlenmesinde Uyulacak  Esaslara İlişkin Yönerge”nin 15.maddesindeki esaslar dikkate alınarak; 04 Kasım 2014 tarihinde  kullanımda olan ve örneği “EK -11)a  EK -11)b  EK -11)c” de yer alan GYTE diplomasının duplikatası  verilir.     EKLER:   Ek1-Önlisans Diploması   Ek 2a 2b 2c 2d -Çift Anadal ve Lisans Diploması   Ek 3– Mühendislik Tamamlama Diploması   Ek 4- Tezsiz Yüksek Lisans Diploması   Ek 5- Tezli Yüksek Lisans Diploması   Ek 6- Doktora Diploması   Ek 7a Ek 7b -Lisans Geçici Mezuniyet Belgesi   Ek 8a  Ek 8b -Mühendislik Tamamlama Geçici Mezuniyet Belgesi   Ek 9-Lisansüstü Geçici Mezuniyet Belgesi   Ek 10 -Yandal Sertifikası   Ek 11 - a) GYTE lisans diploması   b) GYTE yüksek lisans diploması   c) GYTE doktora diploması         T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   MEZUNİYET BELGE Sİ İLE DİPLOMA VE DİPLOMA  DEFTERİNİN DÜZENLENMESİNDE UYULACAK  ESASLARA İLİŞKİN YÖNERGE  Doküman No  YÖ-0006  Yayın Tarihi  06.12.2017   Revizyon Tarihi  06.09.2024   Revizyon No  2  Sayfa  6-6    Form No: FR-0356 Yayın Tarihi: 23.11 .2017 Değ.No:0 Değ.Tarihi: -         Yönergenin Kabul Edildiği Senato Kararının   Tarih  Sayısı   04.05.2016  2016/04   Yönergede Değişiklik Yapan Senato Kararının   Tarih  Sayısı   22.06.2016  2016/06   01.08.2024  2024/17 -05                  T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   LİSANS MUAFİYET VE İNTİBAK YÖNERGESİ  Doküman No  YÖ-0007  Yayın Tarihi  06.12.2017   Revizyon Tarihi  18.10.2024   Revizyon No  2  Sayfa  4-1    Form No: FR-0356 Yayın Tarihi: 23.11 .2017 Değ.No:0 Değ.Tarihi: -   BİRİNCİ BÖLÜM   Amaç  Kapsam  Dayanak ve Tanımlar     Amaç   ,Bu yönergeyi kim yürütür?,Bu yönergeyi  Gebze Teknik Üniversitesi Rektörü yürütür.
